Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     300/300         std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_ptr() const [196]
[201]    0.0    0.00    0.00     300         std::tuple_element<0ul, std::tuple<AntT*, std::default_delete<AntT> > >::type const& std::get<0ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> > const&) [201]
                0.00    0.00     300/300         AntT* const& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> > const&) [200]
-----------------------------------------------
                0.00    0.00      97/97          std::pair<int, int>* std::__do_uninit_copy<std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*>(std::pair<int, int> const*, std::pair<int, int> const*, std::pair<int, int>*) [416]
[202]    0.0    0.00    0.00      97         void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&) [202]
                0.00    0.00      97/705385      operator new(unsigned long, void*) [113]
-----------------------------------------------
                0.00    0.00      20/62          std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [17]
                0.00    0.00      21/62          std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [224]
                0.00    0.00      21/62          std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [98]
[203]    0.0    0.00    0.00      62         std::__new_allocator<unsigned long>::~__new_allocator() [203]
-----------------------------------------------
                0.00    0.00      21/42          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [35]
                0.00    0.00      21/42          std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [223]
[204]    0.0    0.00    0.00      42         std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [204]
-----------------------------------------------
                0.00    0.00      40/40          std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [206]
[205]    0.0    0.00    0.00      40         std::_Head_base<0ul, AntT*, false>::_M_head(std::_Head_base<0ul, AntT*, false>&) [205]
-----------------------------------------------
                0.00    0.00      40/40          AntT*& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [208]
[206]    0.0    0.00    0.00      40         std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [206]
                0.00    0.00      40/40          std::_Head_base<0ul, AntT*, false>::_M_head(std::_Head_base<0ul, AntT*, false>&) [205]
-----------------------------------------------
                0.00    0.00      10/40          std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(AntT*) [268]
                0.00    0.00      10/40          std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >&&) [267]
                0.00    0.00      20/40          std::unique_ptr<AntT, std::default_delete<AntT> >::~unique_ptr() [233]
[207]    0.0    0.00    0.00      40         std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_ptr() [207]
                0.00    0.00      40/40          std::tuple_element<0ul, std::tuple<AntT*, std::default_delete<AntT> > >::type& std::get<0ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> >&) [211]
-----------------------------------------------
                0.00    0.00      40/40          std::tuple_element<0ul, std::tuple<AntT*, std::default_delete<AntT> > >::type& std::get<0ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> >&) [211]
[208]    0.0    0.00    0.00      40         AntT*& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [208]
                0.00    0.00      40/40          std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [206]
-----------------------------------------------
                0.00    0.00      40/40          unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [243]
[209]    0.0    0.00    0.00      40         unsigned long* std::__miter_base<unsigned long*>(unsigned long*) [209]
-----------------------------------------------
                0.00    0.00      40/40          std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [26]
[210]    0.0    0.00    0.00      40         std::_Bit_const_iterator std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [210]
-----------------------------------------------
                0.00    0.00      40/40          std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_ptr() [207]
[211]    0.0    0.00    0.00      40         std::tuple_element<0ul, std::tuple<AntT*, std::default_delete<AntT> > >::type& std::get<0ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> >&) [211]
                0.00    0.00      40/40          AntT*& std::__get_helper<0ul, AntT*, std::default_delete<AntT> >(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&) [208]
-----------------------------------------------
                0.00    0.00      37/37          std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [137]
[212]    0.0    0.00    0.00      37         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [212]
-----------------------------------------------
                0.00    0.00      30/30          void std::_Destroy<std::vector<Position, std::allocator<Position> >*>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*) [301]
[213]    0.0    0.00    0.00      30         void std::_Destroy<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >*) [213]
                0.00    0.00      30/11336       std::vector<Position, std::allocator<Position> >::~vector() [147]
-----------------------------------------------
                0.00    0.00      25/25          std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(std::_Vector_base<Position, std::allocator<Position> >&&) [216]
[214]    0.0    0.00    0.00      25         std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl&&) [214]
                0.00    0.00      25/25          std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data&&) [215]
-----------------------------------------------
                0.00    0.00      25/25          std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl&&) [214]
[215]    0.0    0.00    0.00      25         std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data&&) [215]
-----------------------------------------------
                0.00    0.00      25/25          std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> >&&) [217]
[216]    0.0    0.00    0.00      25         std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(std::_Vector_base<Position, std::allocator<Position> >&&) [216]
                0.00    0.00      25/25          std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl&&) [214]
-----------------------------------------------
                0.00    0.00       5/25          std::vector<Position, std::allocator<Position> >& std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::emplace_back<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&) [63]
                0.00    0.00       5/25          void std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_realloc_append<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&) [66]
                0.00    0.00      15/25          void std::__relocate_object_a<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&) [245]
[217]    0.0    0.00    0.00      25         std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> >&&) [217]
                0.00    0.00      25/25          std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(std::_Vector_base<Position, std::allocator<Position> >&&) [216]
-----------------------------------------------
                0.00    0.00       1/22          std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [412]
                0.00    0.00      21/22          std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [96]
[218]    0.0    0.00    0.00      22         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [218]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(unsigned long, std::allocator<Position> const&) [221]
[219]    0.0    0.00    0.00      21         std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::allocator<Position> const&) [219]
                0.00    0.00      21/11311       std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl_data::_Vector_impl_data() [148]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(unsigned long, std::allocator<Position> const&) [221]
[220]    0.0    0.00    0.00      21         std::_Vector_base<Position, std::allocator<Position> >::_M_create_storage(unsigned long) [220]
                0.00    0.00      21/68361       std::_Vector_base<Position, std::allocator<Position> >::_M_allocate(unsigned long) [123]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<Position, std::allocator<Position> >::vector(unsigned long, Position const&, std::allocator<Position> const&) [80]
                0.00    0.00      20/21          std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [234]
[221]    0.0    0.00    0.00      21         std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(unsigned long, std::allocator<Position> const&) [221]
                0.00    0.00      21/21          std::_Vector_base<Position, std::allocator<Position> >::_Vector_impl::_Vector_impl(std::allocator<Position> const&) [219]
                0.00    0.00      21/21          std::_Vector_base<Position, std::allocator<Position> >::_M_create_storage(unsigned long) [220]
-----------------------------------------------
                0.00    0.00      21/21          std::operator+(std::_Bit_iterator const&, long) [36]
[222]    0.0    0.00    0.00      21         std::_Bit_iterator::operator+=(long) [222]
                0.00    0.00      21/21          std::_Bit_iterator_base::_M_incr(long) [228]
-----------------------------------------------
                0.00    0.00      21/21          std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [35]
[223]    0.0    0.00    0.00      21         std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [223]
                0.00    0.00      21/42          std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [204]
                0.00    0.00      21/21          std::__new_allocator<unsigned long>::allocate(unsigned long, void const*) [227]
-----------------------------------------------
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [99]
[224]    0.0    0.00    0.00      21         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [224]
                0.00    0.00      21/62          std::__new_allocator<unsigned long>::~__new_allocator() [203]
-----------------------------------------------
                0.00    0.00       1/21          GraphT::generateGraphT(int) [12]
                0.00    0.00      20/21          std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [17]
[225]    0.0    0.00    0.00      21         std::__new_allocator<bool>::~__new_allocator() [225]
-----------------------------------------------
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [96]
[226]    0.0    0.00    0.00      21         std::__new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [226]
-----------------------------------------------
                0.00    0.00      21/21          std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [223]
[227]    0.0    0.00    0.00      21         std::__new_allocator<unsigned long>::allocate(unsigned long, void const*) [227]
-----------------------------------------------
                0.00    0.00      21/21          std::_Bit_iterator::operator+=(long) [222]
[228]    0.0    0.00    0.00      21         std::_Bit_iterator_base::_M_incr(long) [228]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [86]
[229]    0.0    0.00    0.00      20         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [229]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<bool, std::allocator<bool> >::vector(std::vector<bool, std::allocator<bool> > const&) [17]
[230]    0.0    0.00    0.00      20         std::_Bvector_base<std::allocator<bool> >::_M_get_Bit_allocator() const [230]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [86]
[231]    0.0    0.00    0.00      20         std::vector<double, std::allocator<double> >::end() const [231]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [86]
[232]    0.0    0.00    0.00      20         std::vector<double, std::allocator<double> >::begin() const [232]
-----------------------------------------------
                0.00    0.00      10/20          main [1]
                0.00    0.00      10/20          void std::_Destroy<std::unique_ptr<AntT, std::default_delete<AntT> > >(std::unique_ptr<AntT, std::default_delete<AntT> >*) [276]
[233]    0.0    0.00    0.00      20         std::unique_ptr<AntT, std::default_delete<AntT> >::~unique_ptr() [233]
                0.00    0.00      20/40          std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_ptr() [207]
                0.00    0.00      10/10          std::unique_ptr<AntT, std::default_delete<AntT> >::get_deleter() [256]
                0.00    0.00      10/10          std::default_delete<AntT>::operator()(AntT*) const [249]
-----------------------------------------------
                0.00    0.00      20/20          void std::_Construct<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> > const&>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> > const&) [236]
[234]    0.0    0.00    0.00      20         std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [234]
                0.00    0.00      20/136700      std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() const [118]
                0.00    0.00      20/1551430     std::vector<Position, std::allocator<Position> >::size() const [111]
                0.00    0.00      20/11358       std::__new_allocator<Position>::~__new_allocator() [144]
                0.00    0.00      20/21          std::_Vector_base<Position, std::allocator<Position> >::_Vector_base(unsigned long, std::allocator<Position> const&) [221]
                0.00    0.00      20/79797       std::_Vector_base<Position, std::allocator<Position> >::_M_get_Tp_allocator() [119]
                0.00    0.00      20/11747       std::vector<Position, std::allocator<Position> >::end() const [139]
                0.00    0.00      20/11747       std::vector<Position, std::allocator<Position> >::begin() const [140]
                0.00    0.00      20/20          Position* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, Position>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, std::allocator<Position>&) [241]
-----------------------------------------------
                0.00    0.00      20/20          Position* std::__do_uninit_fill_n<Position*, unsigned long, Position>(Position*, unsigned long, Position const&) [418]
[235]    0.0    0.00    0.00      20         void std::_Construct<Position, Position const&>(Position*, Position const&) [235]
                0.00    0.00      20/705385      operator new(unsigned long, void*) [113]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Position, std::allocator<Position> >* std::__do_uninit_fill_n<std::vector<Position, std::allocator<Position> >*, unsigned long, std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >*, unsigned long, std::vector<Position, std::allocator<Position> > const&) [419]
[236]    0.0    0.00    0.00      20         void std::_Construct<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> > const&>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> > const&) [236]
                0.00    0.00      20/705385      operator new(unsigned long, void*) [113]
                0.00    0.00      20/20          std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [234]
-----------------------------------------------
                0.00    0.00      20/20          double* std::__do_uninit_fill_n<double*, unsigned long, double>(double*, unsigned long, double const&) [420]
[237]    0.0    0.00    0.00      20         void std::_Construct<double, double const&>(double*, double const&) [237]
                0.00    0.00      20/705385      operator new(unsigned long, void*) [113]
-----------------------------------------------
                0.00    0.00      20/20          unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [243]
[238]    0.0    0.00    0.00      20         unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [238]
-----------------------------------------------
                0.00    0.00      20/20          Position* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, Position>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, std::allocator<Position>&) [241]
[239]    0.0    0.00    0.00      20         Position* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*) [239]
-----------------------------------------------
                0.00    0.00      20/20          double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [242]
[240]    0.0    0.00    0.00      20         double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [240]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> > const&) [234]
[241]    0.0    0.00    0.00      20         Position* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, Position>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*, std::allocator<Position>&) [241]
                0.00    0.00      20/20          Position* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*>(__gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, __gnu_cxx::__normal_iterator<Position const*, std::vector<Position, std::allocator<Position> > >, Position*) [239]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [86]
[242]    0.0    0.00    0.00      20         double* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*, std::allocator<double>&) [242]
                0.00    0.00      20/20          double* std::uninitialized_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double*) [240]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [24]
[243]    0.0    0.00    0.00      20         unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [243]
                0.00    0.00      40/40          unsigned long* std::__miter_base<unsigned long*>(unsigned long*) [209]
                0.00    0.00      20/20          unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [238]
-----------------------------------------------
                0.00    0.00      20/20          void std::_Destroy<std::vector<double, std::allocator<double> >*>(std::vector<double, std::allocator<double> >*, std::vector<double, std::allocator<double> >*) [311]
[244]    0.0    0.00    0.00      20         void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*) [244]
                0.00    0.00      20/11291       std::vector<double, std::allocator<double> >::~vector() [159]
-----------------------------------------------
                0.00    0.00      15/15          std::vector<Position, std::allocator<Position> >* std::__relocate_a_1<std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&) [297]
[245]    0.0    0.00    0.00      15         void std::__relocate_object_a<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&) [245]
                0.00    0.00      15/705385      operator new(unsigned long, void*) [113]
                0.00    0.00      15/25          std::vector<Position, std::allocator<Position> >::vector(std::vector<Position, std::allocator<Position> >&&) [217]
                0.00    0.00      15/11336       std::vector<Position, std::allocator<Position> >::~vector() [147]
-----------------------------------------------
                0.00    0.00       1/12          std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_fill_initialize(unsigned long, std::vector<Position, std::allocator<Position> > const&) [398]
                0.00    0.00       2/12          std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_move_assign(std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >&&, std::integral_constant<bool, true>) [397]
                0.00    0.00       4/12          std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::~vector() [300]
                0.00    0.00       5/12          void std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_realloc_append<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&) [66]
[246]    0.0    0.00    0.00      12         std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_get_Tp_allocator() [246]
-----------------------------------------------
                0.00    0.00       1/11          std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::get_allocator() const [327]
                0.00    0.00      10/11          std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::max_size() const [62]
[247]    0.0    0.00    0.00      11         std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_get_Tp_allocator() const [247]
-----------------------------------------------
                0.00    0.00      10/10          std::default_delete<AntT>::operator()(AntT*) const [249]
[248]    0.0    0.00    0.00      10         AntT::~AntT() [248]
                0.00    0.00      10/11336       std::vector<Position, std::allocator<Position> >::~vector() [147]
-----------------------------------------------
                0.00    0.00      10/10          std::unique_ptr<AntT, std::default_delete<AntT> >::~unique_ptr() [233]
[249]    0.0    0.00    0.00      10         std::default_delete<AntT>::operator()(AntT*) const [249]
                0.00    0.00      10/10          AntT::~AntT() [248]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::empty() const [252]
[250]    0.0    0.00    0.00      10         std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::end() const [250]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::empty() const [252]
[251]    0.0    0.00    0.00      10         std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::begin() const [251]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::back() [273]
[252]    0.0    0.00    0.00      10         std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::empty() const [252]
                0.00    0.00      10/10          std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::end() const [250]
                0.00    0.00      10/10          std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::begin() const [251]
-----------------------------------------------
                0.00    0.00      10/10          std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_Tuple_impl() [259]
[253]    0.0    0.00    0.00      10         std::_Head_base<0ul, AntT*, false>::_Head_base() [253]
-----------------------------------------------
                0.00    0.00      10/10          std::_Tuple_impl<1ul, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<AntT> >&) [261]
[254]    0.0    0.00    0.00      10         std::_Head_base<1ul, std::default_delete<AntT>, true>::_M_head(std::_Head_base<1ul, std::default_delete<AntT>, true>&) [254]
-----------------------------------------------
                0.00    0.00      10/10          std::_Tuple_impl<1ul, std::default_delete<AntT> >::_Tuple_impl() [263]
[255]    0.0    0.00    0.00      10         std::_Head_base<1ul, std::default_delete<AntT>, true>::_Head_base() [255]
-----------------------------------------------
                0.00    0.00      10/10          std::unique_ptr<AntT, std::default_delete<AntT> >::~unique_ptr() [233]
[256]    0.0    0.00    0.00      10         std::unique_ptr<AntT, std::default_delete<AntT> >::get_deleter() [256]
                0.00    0.00      10/10          std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_deleter() [266]
-----------------------------------------------
                0.00    0.00      10/10          std::unique_ptr<AntT, std::default_delete<AntT> >& std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::emplace_back<std::unique_ptr<AntT, std::default_delete<AntT> > >(std::unique_ptr<AntT, std::default_delete<AntT> >&&) [271]
[257]    0.0    0.00    0.00      10         std::unique_ptr<AntT, std::default_delete<AntT> >::unique_ptr(std::unique_ptr<AntT, std::default_delete<AntT> >&&) [257]
                0.00    0.00      10/10          std::__uniq_ptr_data<AntT, std::default_delete<AntT>, true, true>::__uniq_ptr_data(std::__uniq_ptr_data<AntT, std::default_delete<AntT>, true, true>&&) [264]
-----------------------------------------------
                0.00    0.00      10/10          std::__detail::_MakeUniq<AntT>::__single_object std::make_unique<AntT, GraphT*, int&, double&, double&>(GraphT*&&, int&, double&, double&) [46]
