Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     17.99     0.00       20     0.00     0.04  std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator)
  0.00     17.99     0.00       20     0.00     0.00  void std::_Destroy<std::vector<bool, std::allocator<bool> > >(std::vector<bool, std::allocator<bool> >*)
  0.00     17.99     0.00       20     0.00     0.00  void std::_Destroy<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >*)
  0.00     17.99     0.00       15     0.00     0.00  void std::__relocate_object_a<std::vector<Position, std::allocator<Position> >, std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
  0.00     17.99     0.00       12     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_get_Tp_allocator()
  0.00     17.99     0.00       11     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_get_Tp_allocator() const
  0.00     17.99     0.00       11     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_S_max_size(std::allocator<std::vector<Position, std::allocator<Position> > > const&)
  0.00     17.99     0.00       10     0.00     0.00  AntT::AntT(GraphT*, int, double, double)
  0.00     17.99     0.00       10     0.00     0.00  AntT::~AntT()
  0.00     17.99     0.00       10     0.00     0.00  std::default_delete<AntT>::operator()(AntT*) const
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::max_size() const
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::end() const
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::begin() const
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::empty() const
  0.00     17.99     0.00       10     0.00     0.00  std::_Head_base<0ul, AntT*, false>::_Head_base()
  0.00     17.99     0.00       10     0.00     0.00  std::_Head_base<1ul, std::default_delete<AntT>, true>::_M_head(std::_Head_base<1ul, std::default_delete<AntT>, true>&)
  0.00     17.99     0.00       10     0.00     0.00  std::_Head_base<1ul, std::default_delete<AntT>, true>::_Head_base()
  0.00     17.99     0.00       10     0.00     0.00  std::unique_ptr<AntT, std::default_delete<AntT> >::get_deleter()
  0.00     17.99     0.00       10     0.00     0.00  std::unique_ptr<AntT, std::default_delete<AntT> >::unique_ptr(std::unique_ptr<AntT, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::unique_ptr<AntT, std::default_delete<AntT> >::unique_ptr<std::default_delete<AntT>, void>(AntT*)
  0.00     17.99     0.00       10     0.00     0.00  std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_Tuple_impl()
  0.00     17.99     0.00       10     0.00     0.00  std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >::_Tuple_impl(std::_Tuple_impl<0ul, AntT*, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<AntT> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<AntT> >&)
  0.00     17.99     0.00       10     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<AntT> >::_Tuple_impl(std::_Tuple_impl<1ul, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<AntT> >::_Tuple_impl()
  0.00     17.99     0.00       10     0.00     0.00  std::__uniq_ptr_data<AntT, std::default_delete<AntT>, true, true>::__uniq_ptr_data(std::__uniq_ptr_data<AntT, std::default_delete<AntT>, true, true>&&)
  0.00     17.99     0.00       10     0.00     0.00  std::__uniq_ptr_data<AntT, std::default_delete<AntT>, true, true>::__uniq_ptr_impl(AntT*)
  0.00     17.99     0.00       10     0.00     0.00  std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::_M_deleter()
  0.00     17.99     0.00       10     0.00     0.00  std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::__uniq_ptr_impl<AntT, std::default_delete<AntT> >::__uniq_ptr_impl(AntT*)
  0.00     17.99     0.00       10     0.00     0.00  std::tuple<AntT*, std::default_delete<AntT> >::tuple(std::tuple<AntT*, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::tuple<AntT*, std::default_delete<AntT> >::tuple<true, true>()
  0.00     17.99     0.00       10     0.00     0.00  std::vector<Position, std::allocator<Position> >& std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::emplace_back<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::push_back(std::vector<Position, std::allocator<Position> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::unique_ptr<AntT, std::default_delete<AntT> >& std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::emplace_back<std::unique_ptr<AntT, std::default_delete<AntT> > >(std::unique_ptr<AntT, std::default_delete<AntT> >&&)
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::end()
  0.00     17.99     0.00       10     0.00     0.00  std::vector<std::unique_ptr<AntT, std::default_delete<AntT> >, std::allocator<std::unique_ptr<AntT, std::default_delete<AntT> > > >::back()
  0.00     17.99     0.00       10     0.00     0.00  std::__detail::_MakeUniq<AntT>::__single_object std::make_unique<AntT, GraphT*, int&, double&, double&>(GraphT*&&, int&, double&, double&)
  0.00     17.99     0.00       10     0.00     0.00  std::default_delete<AntT>& std::__get_helper<1ul, std::default_delete<AntT>>(std::_Tuple_impl<1ul, std::default_delete<AntT>>&)
  0.00     17.99     0.00       10     0.00     0.00  std::tuple_element<1ul, std::tuple<AntT*, std::default_delete<AntT> > >::type& std::get<1ul, AntT*, std::default_delete<AntT> >(std::tuple<AntT*, std::default_delete<AntT> >&)
  0.00     17.99     0.00       10     0.00     0.00  void std::_Destroy<std::unique_ptr<AntT, std::default_delete<AntT> > >(std::unique_ptr<AntT, std::default_delete<AntT> >*)
  0.00     17.99     0.00        8     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_deallocate(std::vector<Position, std::allocator<Position> >*, unsigned long)
  0.00     17.99     0.00        7     0.00     0.00  std::__new_allocator<std::vector<Position, std::allocator<Position> > >::~__new_allocator()
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_allocate(unsigned long)
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Vector_impl_data const&)
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data const&)
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator()
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_M_copy_data(std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data const&)
  0.00     17.99     0.00        6     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_get_Tp_allocator()
  0.00     17.99     0.00        6     0.00     0.00  std::__new_allocator<std::vector<Position, std::allocator<Position> > >::deallocate(std::vector<Position, std::allocator<Position> >*, unsigned long)
  0.00     17.99     0.00        6     0.00     0.00  std::__new_allocator<std::vector<Position, std::allocator<Position> > >::allocate(unsigned long, void const*)
  0.00     17.99     0.00        6     0.00     0.00  std::__new_allocator<std::vector<bool, std::allocator<bool> > >::~__new_allocator()
  0.00     17.99     0.00        6     0.00     0.00  std::__new_allocator<std::vector<double, std::allocator<double> > >::~__new_allocator()
  0.00     17.99     0.00        5     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_check_len(unsigned long, char const*) const
  0.00     17.99     0.00        5     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.99     0.00        5     0.00     0.00  std::_Vector_base<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00     17.99     0.00        5     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_S_relocate(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
  0.00     17.99     0.00        5     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Guard_alloc::_Guard_alloc(std::vector<Position, std::allocator<Position> >*, unsigned long, std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >&)
  0.00     17.99     0.00        5     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Guard_alloc::~_Guard_alloc()
  0.00     17.99     0.00        5     0.00     0.00  void std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_M_realloc_append<std::vector<Position, std::allocator<Position> > >(std::vector<Position, std::allocator<Position> >&&)
  0.00     17.99     0.00        5     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::begin()
  0.00     17.99     0.00        5     0.00     0.00  std::vector<Position, std::allocator<Position> >* std::__relocate_a<std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
  0.00     17.99     0.00        5     0.00     0.00  std::vector<Position, std::allocator<Position> >* std::__relocate_a_1<std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > > >(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*, std::allocator<std::vector<Position, std::allocator<Position> > >&)
  0.00     17.99     0.00        4     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::_Vector_impl::~_Vector_impl()
  0.00     17.99     0.00        4     0.00     0.00  std::_Vector_base<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::~_Vector_base()
  0.00     17.99     0.00        4     0.00     0.00  std::vector<std::vector<Position, std::allocator<Position> >, std::allocator<std::vector<Position, std::allocator<Position> > > >::~vector()
  0.00     17.99     0.00        4     0.00     0.00  void std::_Destroy<std::vector<Position, std::allocator<Position> >*>(std::vector<Position, std::allocator<Position> >*, std::vector<Position, std::allocator<Position> >*)
  0.00     17.99     0.00        3     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator()
  0.00     17.99     0.00        3     0.00     0.00  std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::~_Vector_impl()
